invert_x,norm_row_y,head,soilMUSYM,soilkSat_1,soilOM_R_1
23,53,485.6228,,0,0
24,53,485.5609,,0,0
25,53,485.4962,,0,0
26,53,485.4283,,0,0
27,53,485.3569,,0,0
28,53,485.2837,,0,0
29,53,485.2082,,0,0
30,53,485.1319,,0,0
31,53,485.0555,,0,0
32,53,484.9762,,0,0
33,53,484.8925,,0,0
34,53,484.8014,,0,0
35,53,484.7046,,0,0
36,53,484.602,,0,0
37,53,484.4908,,0,0
38,53,484.3749,,0,0
40,53,484.1297,,0,0
41,53,484.0064,,0,0
42,53,483.8852,,0,0
43,53,483.7635,,0,0
44,53,483.643,,0,0
45,53,483.521,,0,0
46,53,483.3967,,0,0
47,53,483.2737,,0,0
49,53,483.0309,,0,0
50,53,482.9057,,0,0
51,53,482.7737,,0,0
52,53,482.6406,,0,0
53,53,482.501,,0,0
54,53,482.3602,,0,0
55,53,482.2192,,0,0
56,53,482.0839,,0,0
57,53,481.9455,,0,0
58,53,481.8051,,0,0
59,53,481.6627,,0,0
60,53,481.5203,,0,0
61,53,481.3806,,0,0
62,53,481.2441,,0,0
63,53,481.0974,,0,0
65,53,480.7664,,0,0
66,53,480.5774,,0,0
67,53,480.3742,,0,0
68,53,480.1601,,0,0
69,53,479.9516,,0,0
70,53,479.7492,,0,0
71,53,479.5662,,0,0
72,53,479.4131,,0,0
73,53,479.2963,,0,0
74,53,479.1968,,0,0
75,53,479.1058,,0,0
76,53,479.0095,,0,0
77,53,478.9007,,0,0
78,53,478.7858,,0,0
79,53,478.6606,,0,0
80,53,478.5086,,0,0
81,53,478.3549,,0,0
82,53,478.2034,,0,0
83,53,478.0524,,0,0
84,53,477.903,,0,0
85,53,477.7564,,0,0
86,53,477.6106,,0,0
87,53,477.4655,,0,0
88,53,477.3218,,0,0
89,53,477.1784,,0,0
90,53,477.0359,,0,0
91,53,476.8931,,0,0
92,53,476.7497,,0,0
93,53,476.6053,,0,0
94,53,476.4585,,0,0
95,53,476.312,,0,0
96,53,476.1661,,0,0
97,53,476.02,,0,0
98,53,475.8731,,0,0
99,53,475.7293,,0,0
100,53,475.584,,0,0
101,53,475.4357,,0,0
102,53,475.2909,,0,0
103,53,475.1512,,0,0
104,53,475.0137,,0,0
105,53,474.8749,,0,0
106,53,474.7337,,0,0
107,53,474.589,,0,0
108,53,474.4358,,0,0
0,52,486.349,,0,0
1,52,486.3186,,0,0
2,52,486.2942,,0,0
3,52,486.2693,,0,0
4,52,486.2419,,0,0
5,52,486.2276,,0,0
6,52,486.218,,0,0
7,52,486.2069,,0,0
8,52,486.1903,,0,0
9,52,486.1642,,0,0
10,52,486.1354,,0,0
11,52,486.106,,0,0
12,52,486.0766,,0,0
13,52,486.0446,,0,0
14,52,486.0079,,0,0
15,52,485.9705,,0,0
16,52,485.9305,,0,0
17,52,485.887,,0,0
18,52,485.8413,,0,0
19,52,485.7942,,0,0
20,52,485.7436,,0,0
21,52,485.6882,,0,0
22,52,485.6296,,0,0
23,52,485.5705,,0,0
24,52,485.5085,,0,0
25,52,485.4439,,0,0
26,52,485.3754,,0,0
27,52,485.304,,0,0
28,52,485.2307,,0,0
29,52,485.1545,,0,0
30,52,485.0784,,0,0
31,52,485.0027,,0,0
32,52,484.9247,,0,0
33,52,484.8416,,0,0
34,52,484.7493,,0,0
35,52,484.6508,,0,0
36,52,484.5459,,0,0
37,52,484.4325,,0,0
38,52,484.311,,0,0
39,52,484.1852,,0,0
40,52,484.0583,,0,0
41,52,483.9327,,0,0
42,52,483.8097,,0,0
43,52,483.6867,,0,0
44,52,483.5658,,0,0
45,52,483.4438,,0,0
46,52,483.3177,,0,0
47,52,483.1983,,0,0
48,52,483.078,,0,0
49,52,482.9551,,0,0
50,52,482.8283,,0,0
51,52,482.6959,,0,0
52,52,482.5576,,0,0
53,52,482.4156,,0,0
54,52,482.2756,,0,0
55,52,482.1386,,0,0
56,52,482.0008,,0,0
57,52,481.8593,,0,0
58,52,481.7152,,0,0
59,52,481.5687,,0,0
60,52,481.4196,,0,0
61,52,481.2713,,0,0
62,52,481.1263,,0,0
63,52,480.9772,,0,0
64,52,480.8208,,0,0
65,52,480.6519,,0,0
66,52,480.4685,,0,0
67,52,480.2747,,0,0
68,52,480.0726,,0,0
69,52,479.8788,,0,0
70,52,479.6844,,0,0
71,52,479.5066,,0,0
72,52,479.3466,,0,0
73,52,479.2177,,0,0
74,52,479.1108,,0,0
76,52,478.9234,,0,0
77,52,478.8198,,0,0
78,52,478.7089,,0,0
79,52,478.582,,0,0
80,52,478.425,,0,0
81,52,478.2682,,0,0
82,52,478.1116,,0,0
83,52,477.9555,,0,0
85,52,477.6577,,0,0
86,52,477.5121,,0,0
87,52,477.3673,,0,0
88,52,477.2224,,0,0
89,52,477.078,,0,0
90,52,476.9341,,0,0
91,52,476.7909,,0,0
92,52,476.6463,,0,0
93,52,476.5,,0,0
94,52,476.3522,,0,0
95,52,476.2051,,0,0
96,52,476.0588,,0,0
97,52,475.9118,,0,0
98,52,475.7632,,0,0
99,52,475.6164,,0,0
100,52,475.4666,,0,0
101,52,475.3156,,0,0
102,52,475.1711,,0,0
103,52,475.0358,,0,0
104,52,474.8998,,0,0
105,52,474.7603,,0,0
106,52,474.6193,,0,0
107,52,474.4748,,0,0
108,52,474.3219,,0,0
109,52,474.1478,,0,0
0,51,486.284,,0,0
1,51,486.2581,,0,0
2,51,486.2463,,0,0
3,51,486.2337,,0,0
4,51,486.2181,,0,0
5,51,486.2069,,0,0
6,51,486.1948,,0,0
7,51,486.1766,,0,0
8,51,486.1548,,0,0
9,51,486.1241,,0,0
10,51,486.0912,,0,0
11,51,486.0598,,0,0
12,51,486.0287,,0,0
13,51,485.9947,,0,0
14,51,485.9565,,0,0
15,51,485.9187,,0,0
16,51,485.8782,,0,0
18,51,485.7907,,0,0
19,51,485.7423,,0,0
20,51,485.6902,,0,0
21,51,485.634,,0,0
22,51,485.5759,,0,0
23,51,485.5161,,0,0
24,51,485.454,,0,0
25,51,485.3893,,0,0
26,51,485.3208,,0,0
27,51,485.2497,,0,0
29,51,485.0997,,0,0
30,51,485.0244,,0,0
31,51,484.9497,,0,0
32,51,484.8725,,0,0
33,51,484.7892,,0,0
34,51,484.6944,,0,0
35,51,484.5925,,0,0
36,51,484.4839,,0,0
37,51,484.3681,,0,0
38,51,484.2442,,0,0
39,51,484.113,,0,0
40,51,483.982,,0,0
41,51,483.8537,,0,0
42,51,483.7283,,0,0
43,51,483.604,,0,0
44,51,483.4839,,0,0
45,51,483.3624,,0,0
46,51,483.2362,,0,0
47,51,483.1177,,0,0
48,51,482.998,,0,0
49,51,482.8748,,0,0
50,51,482.7426,,0,0
51,51,482.6075,,0,0
52,51,482.4693,,0,0
53,51,482.3282,,0,0
54,51,482.1873,,0,0
55,51,482.0504,,0,0
56,51,481.9107,,0,0
57,51,481.7699,,0,0
58,51,481.6245,,0,0
59,51,481.4703,,0,0
60,51,481.3152,,0,0
61,51,481.1619,,0,0
62,51,481.0169,,0,0
63,51,480.8707,,0,0
64,51,480.7154,,0,0
65,51,480.5458,,0,0
66,51,480.3669,,0,0
67,51,480.1804,,0,0
68,51,479.9866,,0,0
69,51,479.7982,,0,0
70,51,479.6087,,0,0
71,51,479.4374,,0,0
72,51,479.28,,0,0
73,51,479.1398,,0,0
74,51,479.024,,0,0
75,51,478.9285,,0,0
76,51,478.8349,,0,0
77,51,478.7332,,0,0
78,51,478.6208,,0,0
80,51,478.3327,,0,0
82,51,478.0154,,0,0
83,51,477.8543,,0,0
84,51,477.7023,,0,0
85,51,477.5559,,0,0
86,51,477.4102,,0,0
87,51,477.265,,0,0
88,51,477.1196,,0,0
89,51,476.9744,,0,0
90,51,476.8296,,0,0
91,51,476.6847,,0,0
92,51,476.5388,,0,0
93,51,476.3921,,0,0
94,51,476.2451,,0,0
95,51,476.0978,,0,0
96,51,475.9503,,0,0
97,51,475.8013,,0,0
98,51,475.652,,0,0
99,51,475.5023,,0,0
100,51,475.3504,,0,0
101,51,475.2013,,0,0
102,51,475.0596,,0,0
103,51,474.9237,,0,0
104,51,474.7863,,0,0
105,51,474.6469,,0,0
106,51,474.5046,,0,0
107,51,474.3596,,0,0
108,51,474.2052,,0,0
109,51,474.0239,,0,0
0,50,486.2382,,0,0
1,50,486.22,,0,0
2,50,486.2102,,0,0
3,50,486.2021,,0,0
4,50,486.194,,0,0
5,50,486.1835,,0,0
6,50,486.1654,,0,0
7,50,486.135,,0,0
8,50,486.1064,,0,0
9,50,486.0748,,0,0
10,50,486.0426,,0,0
11,50,486.0107,,0,0
12,50,485.9781,,0,0
13,50,485.9428,,0,0
14,50,485.9053,,0,0
15,50,485.8672,,0,0
16,50,485.8272,,0,0
17,50,485.7842,,0,0
18,50,485.7385,,0,0
19,50,485.689,,0,0
20,50,485.6354,,0,0
21,50,485.5785,,0,0
22,50,485.5199,,0,0
23,50,485.4596,,0,0
24,50,485.3972,,0,0
25,50,485.3322,,0,0
26,50,485.2641,,0,0
27,50,485.1933,,0,0
28,50,485.1205,,0,0
29,50,485.0445,,0,0
30,50,484.9704,,0,0
31,50,484.8954,,0,0
32,50,484.8173,,0,0
33,50,484.7318,,0,0
34,50,484.6341,,0,0
35,50,484.5285,,0,0
36,50,484.4169,,0,0
37,50,484.2992,,0,0
38,50,484.1711,,0,0
39,50,484.0369,,0,0
40,50,483.9007,,0,0
41,50,483.7697,,0,0
42,50,483.6414,,0,0
43,50,483.5171,,0,0
44,50,483.3972,,0,0
45,50,483.275,,0,0
46,50,483.1509,,0,0
47,50,483.0324,,0,0
48,50,482.9127,,0,0
49,50,482.7813,,0,0
50,50,482.6429,,0,0
51,50,482.5097,,0,0
52,50,482.3758,,0,0
53,50,482.2359,,0,0
54,50,482.093,,0,0
55,50,481.9547,,0,0
56,50,481.8173,,0,0
57,50,481.6732,,0,0
58,50,481.5234,,0,0
60,50,481.2125,,0,0
61,50,481.0571,,0,0
62,50,480.9134,,0,0
63,50,480.7681,,0,0
64,50,480.6119,,0,0
65,50,480.4424,,0,0
66,50,480.2704,,0,0
67,50,480.0851,,0,0
68,50,479.8952,,0,0
69,50,479.7082,,0,0
70,50,479.5247,,0,0
71,50,479.3567,,0,0
72,50,479.2013,,0,0
74,50,478.9335,,0,0
75,50,478.8356,,0,0
76,50,478.7415,,0,0
77,50,478.6389,,0,0
78,50,478.524,,0,0
79,50,478.3872,,0,0
80,50,478.2355,,0,0
81,50,478.0824,,0,0
82,50,477.919,,0,0
83,50,477.7535,,0,0
84,50,477.5984,,0,0
85,50,477.4489,,0,0
86,50,477.3023,,0,0
87,50,477.1571,,0,0
88,50,477.012,,0,0
89,50,476.8669,,0,0
90,50,476.721,,0,0
91,50,476.5746,,0,0
92,50,476.4281,,0,0
93,50,476.2815,,0,0
94,50,476.1346,,0,0
95,50,475.987,,0,0
96,50,475.8386,,0,0
97,50,475.6889,,0,0
98,50,475.5382,,0,0
99,50,475.3872,,0,0
100,50,475.2367,,0,0
101,50,475.0888,,0,0
102,50,474.9456,,0,0
103,50,474.8079,,0,0
104,50,474.6712,,0,0
105,50,474.5303,,0,0
106,50,474.3854,,0,0
107,50,474.2371,,0,0
108,50,474.0788,,0,0
109,50,473.8864,,0,0
0,49,486.1926,,0,0
1,49,486.1805,,0,0
2,49,486.1717,,0,0
3,49,486.1669,,0,0
4,49,486.1642,,0,0
5,49,486.1543,,0,0
6,49,486.1323,,0,0
7,49,486.0922,,0,0
8,49,486.0575,,0,0
9,49,486.0245,,0,0
11,49,485.9574,,0,0
12,49,485.924,,0,0
13,49,485.8882,,0,0
14,49,485.8508,,0,0
15,49,485.813,,0,0
16,49,485.7732,,0,0
17,49,485.7301,,0,0
18,49,485.6844,,0,0
19,49,485.6344,,0,0
20,49,485.5786,,0,0
21,49,485.5203,,0,0
22,49,485.4612,,0,0
23,49,485.4005,,0,0
24,49,485.3379,,0,0
25,49,485.2721,,0,0
26,49,485.2042,,0,0
27,49,485.1341,,0,0
28,49,485.0619,,0,0
29,49,484.9874,,0,0
30,49,484.913,,0,0
31,49,484.8361,,0,0
32,49,484.7561,,0,0
33,49,484.6674,,0,0
34,49,484.5656,,0,0
35,49,484.4561,,0,0
36,49,484.3421,,0,0
37,49,484.2229,,0,0
38,49,484.0921,,0,0
39,49,483.9536,,0,0
40,49,483.8084,,0,0
41,49,483.6694,,0,0
42,49,483.5449,,0,0
43,49,483.426,,0,0
44,49,483.3056,,0,0
45,49,483.1824,,0,0
46,49,483.0588,,0,0
47,49,482.9338,,0,0
48,49,482.8073,,0,0
49,49,482.6759,,0,0
50,49,482.5407,,0,0
51,49,482.4083,,0,0
52,49,482.274,,0,0
53,49,482.1325,,0,0
54,49,481.9872,,0,0
55,49,481.8517,,0,0
56,49,481.7149,,0,0
57,49,481.5699,,0,0
58,49,481.4226,,0,0
59,49,481.2673,,0,0
60,49,481.1088,,0,0
61,49,480.9539,,0,0
62,49,480.8125,,0,0
63,49,480.6674,,0,0
64,49,480.5111,,0,0
65,49,480.346,,0,0
66,49,480.171,,0,0
67,49,479.9844,,0,0
68,49,479.799,,0,0
69,49,479.6134,,0,0
70,49,479.4325,,0,0
71,49,479.265,,0,0
72,49,479.11,,0,0
73,49,478.9677,,0,0
74,49,478.8397,,0,0
75,49,478.7379,,0,0
76,49,478.6411,,0,0
77,49,478.5347,,0,0
78,49,478.4154,,0,0
79,49,478.2768,,0,0
80,49,478.1204,,0,0
81,49,477.9697,,0,0
82,49,477.815,,0,0
83,49,477.6502,,0,0
84,49,477.4912,,0,0
85,49,477.338,,0,0
86,49,477.1896,,0,0
87,49,477.0442,,0,0
88,49,476.8998,,0,0
89,49,476.7552,,0,0
90,49,476.6088,,0,0
91,49,476.4618,,0,0
92,49,476.3145,,0,0
93,49,476.168,,0,0
94,49,476.0209,,0,0
95,49,475.8727,,0,0
96,49,475.7239,,0,0
97,49,475.5739,,0,0
98,49,475.4226,,0,0
99,49,475.2718,,0,0
100,49,475.1217,,0,0
101,49,474.9726,,0,0
102,49,474.8277,,0,0
103,49,474.6895,,0,0
104,49,474.5527,,0,0
105,49,474.409,,0,0
106,49,474.2579,,0,0
107,49,474.1041,,0,0
108,49,473.9411,,0,0
109,49,473.7407,,0,0
0,48,486.1248,,0,0
1,48,486.111,,0,0
2,48,486.1039,,0,0
3,48,486.1041,,0,0
4,48,486.1117,,0,0
5,48,486.1066,,0,0
6,48,486.0865,,0,0
7,48,486.0427,,0,0
8,48,486.0051,,0,0
9,48,485.9693,,0,0
10,48,485.9341,,0,0
11,48,485.9001,,0,0
12,48,485.8654,,0,0
13,48,485.829,,0,0
14,48,485.7922,,0,0
15,48,485.7549,,0,0
16,48,485.7137,,0,0
17,48,485.67,,0,0
18,48,485.6234,,0,0
19,48,485.5716,,0,0
20,48,485.5164,,0,0
21,48,485.4582,,0,0
22,48,485.3989,,0,0
23,48,485.338,,0,0
24,48,485.2745,,0,0
25,48,485.2087,,0,0
26,48,485.1413,,0,0
27,48,485.0714,,0,0
28,48,484.9986,,0,0
29,48,484.9243,,0,0
30,48,484.8478,,0,0
31,48,484.768,,0,0
32,48,484.6853,,0,0
33,48,484.5934,,0,0
34,48,484.4879,,0,0
35,48,484.3745,,0,0
36,48,484.2573,,0,0
37,48,484.1353,,0,0
38,48,484.0036,,0,0
39,48,483.8604,,0,0
40,48,483.7123,,0,0
41,48,483.5717,,0,0
42,48,483.451,,0,0
43,48,483.3314,,0,0
44,48,483.2106,,0,0
45,48,483.0865,,0,0
46,48,482.9583,,0,0
47,48,482.8283,,0,0
48,48,482.6988,,0,0
49,48,482.5682,,0,0
50,48,482.435,,0,0
51,48,482.3018,,0,0
52,48,482.1656,,0,0
53,48,482.0233,,0,0
54,48,481.8752,,0,0
55,48,481.7393,,0,0
56,48,481.6021,,0,0
57,48,481.4594,,0,0
58,48,481.3141,,0,0
59,48,481.1603,,0,0
60,48,481.0049,,0,0
61,48,480.8546,,0,0
62,48,480.7117,,0,0
63,48,480.5638,,0,0
64,48,480.4077,,0,0
65,48,480.2472,,0,0
66,48,480.0674,,0,0
67,48,479.8796,,0,0
68,48,479.6951,,0,0
69,48,479.5091,,0,0
70,48,479.3289,,0,0
71,48,479.1604,,0,0
72,48,479.007,,0,0
73,48,478.8644,,0,0
74,48,478.7345,,0,0
75,48,478.628,,0,0
76,48,478.527,,0,0
77,48,478.4165,,0,0
78,48,478.2942,,0,0
79,48,478.1557,,0,0
80,48,478.0443,,0,0
81,48,477.8641,,0,0
82,48,477.6981,,0,0
83,48,477.5361,,0,0
84,48,477.377,,0,0
85,48,477.2219,,0,0
86,48,477.0724,,0,0
87,48,476.9269,,0,0
88,48,476.7833,,0,0
89,48,476.6392,,0,0
90,48,476.4933,,0,0
91,48,476.3458,,0,0
92,48,476.1985,,0,0
93,48,476.0517,,0,0
94,48,475.9039,,0,0
95,48,475.7553,,0,0
96,48,475.6062,,0,0
97,48,475.4561,,0,0
98,48,475.3049,,0,0
99,48,475.1548,,0,0
100,48,475.0043,,0,0
101,48,474.854,,0,0
102,48,474.7093,,0,0
103,48,474.5722,,0,0
104,48,474.4333,,0,0
105,48,474.2839,,0,0
106,48,474.127,,0,0
107,48,473.9699,,0,0
109,48,473.5985,,0,0
0,47,486.0502,,0,0
1,47,486.0403,,0,0
2,47,486.033,,0,0
3,47,486.0283,,0,0
4,47,486.0265,,0,0
5,47,486.0245,,0,0
6,47,486.0173,,0,0
8,47,485.942,,0,0
9,47,485.9051,,0,0
10,47,485.8702,,0,0
11,47,485.8361,,0,0
12,47,485.8014,,0,0
13,47,485.7646,,0,0
14,47,485.7279,,0,0
15,47,485.6899,,0,0
16,47,485.6476,,0,0
17,47,485.6033,,0,0
18,47,485.5564,,0,0
19,47,485.5057,,0,0
20,47,485.4516,,0,0
21,47,485.3925,,0,0
22,47,485.3326,,0,0
23,47,485.2722,,0,0
24,47,485.2092,,0,0
25,47,485.1431,,0,0
26,47,485.0751,,0,0
27,47,485.0048,,0,0
28,47,484.931,,0,0
29,47,484.855,,0,0
30,47,484.7756,,0,0
31,47,484.6932,,0,0
32,47,484.607,,0,0
33,47,484.5118,,0,0
34,47,484.4028,,0,0
35,47,484.2864,,0,0
36,47,484.1666,,0,0
37,47,484.0413,,0,0
38,47,483.9084,,0,0
39,47,483.7636,,0,0
40,47,483.6107,,0,0
41,47,483.4749,,0,0
42,47,483.3578,,0,0
43,47,483.2377,,0,0
44,47,483.1105,,0,0
45,47,482.9843,,0,0
46,47,482.8515,,0,0
47,47,482.7166,,0,0
48,47,482.5854,,0,0
49,47,482.4521,,0,0
50,47,482.3144,,0,0
51,47,482.1794,,0,0
52,47,482.0417,,0,0
53,47,481.9017,,0,0
54,47,481.7536,,0,0
55,47,481.6148,,0,0
56,47,481.4786,,0,0
57,47,481.3419,,0,0
58,47,481.203,,0,0
59,47,481.0535,,0,0
60,47,480.9008,,0,0
61,47,480.7526,,0,0
62,47,480.6089,,0,0
64,47,480.3032,,0,0
65,47,480.1372,,0,0
66,47,479.9579,,0,0
67,47,479.7717,,0,0
68,47,479.5863,,0,0
69,47,479.3986,,0,0
70,47,479.2146,,0,0
71,47,479.0464,,0,0
72,47,478.8907,,0,0
73,47,478.7434,,0,0
74,47,478.6097,,0,0
75,47,478.4939,,0,0
76,47,478.3832,,0,0
77,47,478.2695,,0,0
78,47,478.1505,,0,0
79,47,478.0095,,0,0
80,47,477.8893,,0,0
81,47,477.7236,,0,0
83,47,477.4088,,0,0
84,47,477.252,,0,0
85,47,477.0988,,0,0
86,47,476.9499,,0,0
87,47,476.805,,0,0
88,47,476.6619,,0,0
89,47,476.5185,,0,0
90,47,476.3732,,0,0
91,47,476.2263,,0,0
92,47,476.0794,,0,0
93,47,475.932,,0,0
94,47,475.7836,,0,0
95,47,475.6345,,0,0
96,47,475.4849,,0,0
97,47,475.3349,,0,0
98,47,475.1847,,0,0
99,47,475.0353,,0,0
100,47,474.8839,,0,0
101,47,474.7336,,0,0
102,47,474.5916,,0,0
103,47,474.4528,,0,0
104,47,474.3077,,0,0
105,47,474.1554,,0,0
106,47,473.9992,,0,0
107,47,473.8378,,0,0
108,47,473.6579,,0,0
109,47,473.4373,,0,0
0,46,485.9748,,0,0
1,46,485.965,,0,0
3,46,485.9506,,0,0
4,46,485.9442,,0,0
5,46,485.9367,,0,0
6,46,485.9255,,0,0
7,46,485.8981,,0,0
8,46,485.8646,,0,0
9,46,485.8309,,0,0
10,46,485.7977,,0,0
11,46,485.7648,,0,0
12,46,485.7313,,0,0
13,46,485.6945,,0,0
14,46,485.6577,,0,0
15,46,485.619,,0,0
16,46,485.5769,,0,0
17,46,485.5332,,0,0
18,46,485.487,,0,0
19,46,485.4374,,0,0
21,46,485.3237,,0,0
22,46,485.2642,,0,0
23,46,485.2044,,0,0
24,46,485.142,,0,0
25,46,485.0752,,0,0
27,46,484.9352,,0,0
28,46,484.8599,,0,0
29,46,484.7818,,0,0
30,46,484.7003,,0,0
31,46,484.6148,,0,0
32,46,484.5242,,0,0
33,46,484.4249,,0,0
34,46,484.3138,,0,0
35,46,484.1963,,0,0
36,46,484.0741,,0,0
37,46,483.9467,,0,0
38,46,483.8127,,0,0
39,46,483.6678,,0,0
40,46,483.5214,,0,0
41,46,483.3893,,0,0
42,46,483.2645,,0,0
43,46,483.1381,,0,0
44,46,483.0097,,0,0
45,46,482.8779,,0,0
46,46,482.7413,,0,0
47,46,482.6063,,0,0
48,46,482.4708,,0,0
49,46,482.3321,,0,0
50,46,482.1899,,0,0
51,46,482.0479,,0,0
52,46,481.9051,,0,0
53,46,481.7659,,0,0
54,46,481.629,,0,0
55,46,481.4951,,0,0
56,46,481.3624,,0,0
57,46,481.2268,,0,0
58,46,481.0877,,0,0
59,46,480.9441,,0,0
60,46,480.7974,,0,0
61,46,480.6485,,0,0
62,46,480.5022,,0,0
63,46,480.3555,,0,0
64,46,480.194,,0,0
65,46,480.0217,,0,0
66,46,479.84,,0,0
67,46,479.6608,,0,0
68,46,479.4714,,0,0
69,46,479.2812,,0,0
70,46,479.0958,,0,0
71,46,478.9245,,0,0
72,46,478.7657,,0,0
73,46,478.6172,,0,0
74,46,478.4774,,0,0
75,46,478.3493,,0,0
76,46,478.2262,,0,0
77,46,478.1045,,0,0
78,46,477.9815,,0,0
79,46,477.8456,,0,0
80,46,477.7172,,0,0
81,46,477.5674,,0,0
82,46,477.4198,,0,0
83,46,477.2693,,0,0
84,46,477.1177,,0,0
85,46,476.9681,,0,0
86,46,476.8223,,0,0
87,46,476.6787,,0,0
88,46,476.5361,,0,0
89,46,476.3933,,0,0
90,46,476.2487,,0,0
91,46,476.1029,,0,0
92,46,475.9563,,0,0
93,46,475.8083,,0,0
94,46,475.6593,,0,0
95,46,475.5095,,0,0
96,46,475.3598,,0,0
97,46,475.2106,,0,0
98,46,475.0615,,0,0
99,46,474.9117,,0,0
100,46,474.7594,,0,0
101,46,474.6093,,0,0
102,46,474.4668,,0,0
103,46,474.3242,,0,0
104,46,474.1756,,0,0
105,46,474.0197,,0,0
106,46,473.8598,,0,0
107,46,473.6919,,0,0
108,46,473.4956,,0,0
109,46,473.2527,,0,0
0,45,485.8917,,0,0
1,45,485.8821,,0,0
2,45,485.8746,,0,0
3,45,485.8665,,0,0
4,45,485.8569,,0,0
5,45,485.8457,,0,0
6,45,485.8304,,0,0
7,45,485.8061,,0,0
8,45,485.777,,0,0
9,45,485.7477,,0,0
11,45,485.6858,,0,0
12,45,485.6544,,0,0
13,45,485.62,,0,0
14,45,485.5848,,0,0
15,45,485.5475,,0,0
16,45,485.5063,,0,0
17,45,485.4616,,0,0
18,45,485.4131,,0,0
19,45,485.3607,,0,0
20,45,485.3078,,0,0
21,45,485.2511,,0,0
22,45,485.1939,,0,0
23,45,485.1337,,0,0
24,45,485.071,,0,0
25,45,485.0042,,0,0
26,45,484.9348,,0,0
27,45,484.8617,,0,0
28,45,484.7849,,0,0
29,45,484.7051,,0,0
30,45,484.6213,,0,0
31,45,484.5323,,0,0
32,45,484.4382,,0,0
33,45,484.3362,,0,0
34,45,484.2246,,0,0
35,45,484.1066,,0,0
36,45,483.9823,,0,0
37,45,483.8538,,0,0
38,45,483.7189,,0,0
39,45,483.5748,,0,0
40,45,483.4334,,0,0
41,45,483.2998,,0,0
42,45,483.1684,,0,0
43,45,483.0369,,0,0
44,45,482.9039,,0,0
45,45,482.7687,,0,0
46,45,482.6301,,0,0
47,45,482.491,,0,0
48,45,482.3502,,0,0
49,45,482.2088,,0,0
50,45,482.0671,,0,0
51,45,481.9255,,0,0
53,45,481.6443,,0,0
54,45,481.5092,,0,0
55,45,481.3778,,0,0
56,45,481.2455,,0,0
57,45,481.1107,,0,0
58,45,480.9736,,0,0
59,45,480.8334,,0,0
60,45,480.688,,0,0
61,45,480.5394,,0,0
62,45,480.3958,,0,0
63,45,480.2442,,0,0
64,45,480.0779,,0,0
65,45,479.9022,,0,0
66,45,479.7256,,0,0
67,45,479.5456,,0,0
68,45,479.3508,,0,0
69,45,479.1578,,0,0
70,45,478.9715,,0,0
71,45,478.7953,,0,0
72,45,478.6328,,0,0
73,45,478.4812,,0,0
74,45,478.3331,,0,0
75,45,478.1959,,0,0
76,45,478.0631,,0,0
77,45,477.934,,0,0
78,45,477.81,,0,0
79,45,477.6831,,0,0
80,45,477.5507,,0,0
81,45,477.4085,,0,0
82,45,477.2664,,0,0
83,45,477.1236,,0,0
84,45,476.9806,,0,0
85,45,476.8354,,0,0
86,45,476.6927,,0,0
87,45,476.5493,,0,0
88,45,476.4066,,0,0
89,45,476.264,,0,0
90,45,476.1201,,0,0
91,45,475.9749,,0,0
92,45,475.8285,,0,0
93,45,475.6801,,0,0
94,45,475.5305,,0,0
95,45,475.3805,,0,0
96,45,475.2307,,0,0
97,45,475.0816,,0,0
98,45,474.9321,,0,0
99,45,474.7809,,0,0
100,45,474.6284,,0,0
101,45,474.4769,,0,0
102,45,474.3321,,0,0
103,45,474.1881,,0,0
104,45,474.0359,,0,0
105,45,473.8731,,0,0
106,45,473.7025,,0,0
107,45,473.5198,,0,0
108,45,473.3079,,0,0
109,45,473.0504,,0,0
0,44,485.8028,,0,0
1,44,485.7929,,0,0
2,44,485.7838,,0,0
3,44,485.7749,,0,0
4,44,485.7651,,0,0
6,44,485.733,,0,0
7,44,485.7097,,0,0
8,44,485.6844,,0,0
9,44,485.6586,,0,0
10,44,485.631,,0,0
11,44,485.6015,,0,0
12,44,485.572,,0,0
14,44,485.5089,,0,0
15,44,485.4719,,0,0
16,44,485.4314,,0,0
17,44,485.386,,0,0
18,44,485.3383,,0,0
19,44,485.2857,,0,0
20,44,485.2331,,0,0
21,44,485.1784,,0,0
22,44,485.1204,,0,0
23,44,485.0602,,0,0
24,44,484.9968,,0,0
25,44,484.93,,0,0
26,44,484.8593,,0,0
27,44,484.7851,,0,0
28,44,484.7072,,0,0
29,44,484.6255,,0,0
30,44,484.539,,0,0
31,44,484.4475,,0,0
32,44,484.3511,,0,0
33,44,484.247,,0,0
34,44,484.1347,,0,0
35,44,484.0158,,0,0
36,44,483.8908,,0,0
37,44,483.761,,0,0
38,44,483.6246,,0,0
39,44,483.4828,,0,0
40,44,483.341,,0,0
41,44,483.2043,,0,0
42,44,483.0676,,0,0
43,44,482.9323,,0,0
44,44,482.7957,,0,0
45,44,482.6563,,0,0
46,44,482.5137,,0,0
47,44,482.3702,,0,0
48,44,482.2252,,0,0
49,44,482.0804,,0,0
50,44,481.9364,,0,0
51,44,481.793,,0,0
52,44,481.6507,,0,0
53,44,481.5125,,0,0
54,44,481.3784,,0,0
55,44,481.2473,,0,0
56,44,481.116,,0,0
57,44,480.9834,,0,0
58,44,480.8498,,0,0
59,44,480.714,,0,0
60,44,480.5751,,0,0
