invert_x,norm_row_y,head,soilMUSYM,soilkSat_1,soilOM_R_1
61,44,480.4336,,0,0
62,44,480.2858,,0,0
63,44,480.131,,0,0
64,44,479.9661,,0,0
65,44,479.7891,,0,0
66,44,479.6104,,0,0
67,44,479.422,,0,0
68,44,479.223,,0,0
69,44,479.0274,,0,0
70,44,478.8364,,0,0
71,44,478.6566,,0,0
72,44,478.4926,,0,0
73,44,478.3366,,0,0
74,44,478.1846,,0,0
75,44,478.0435,,0,0
76,44,477.9062,,0,0
77,44,477.7729,,0,0
78,44,477.6476,,0,0
79,44,477.5208,,0,0
80,44,477.3879,,0,0
81,44,477.2501,,0,0
82,44,477.1133,,0,0
83,44,476.9771,,0,0
84,44,476.8392,,0,0
85,44,476.6984,,0,0
86,44,476.5578,,0,0
87,44,476.4156,,0,0
88,44,476.2731,,0,0
89,44,476.1306,,0,0
90,44,475.9869,,0,0
91,44,475.8421,,0,0
92,44,475.6958,,0,0
93,44,475.5473,,0,0
94,44,475.3976,,0,0
95,44,475.2469,,0,0
96,44,475.0964,,0,0
97,44,474.9464,,0,0
98,44,474.7958,,0,0
99,44,474.6449,,0,0
100,44,474.4926,,0,0
101,44,474.3412,,0,0
103,44,474.0468,,0,0
105,44,473.7137,,0,0
106,44,473.531,,0,0
108,44,473.108,,0,0
109,44,472.8383,,0,0
0,43,485.7082,,0,0
1,43,485.6975,,0,0
2,43,485.6867,,0,0
3,43,485.6776,,0,0
4,43,485.6688,,0,0
5,43,485.657,,0,0
6,43,485.6351,,0,0
7,43,485.6096,,0,0
8,43,485.5851,,0,0
9,43,485.5631,,0,0
10,43,485.5406,,0,0
11,43,485.5169,,0,0
12,43,485.4888,,0,0
13,43,485.4587,,0,0
14,43,485.4274,,0,0
15,43,485.3922,,0,0
16,43,485.3523,,0,0
17,43,485.3069,,0,0
18,43,485.2603,,0,0
19,43,485.2105,,0,0
20,43,485.1584,,0,0
21,43,485.1024,,0,0
22,43,485.0447,,0,0
23,43,484.9836,,0,0
24,43,484.92,,0,0
25,43,484.8525,,0,0
26,43,484.7802,,0,0
27,43,484.7055,,0,0
28,43,484.626,,0,0
29,43,484.542,,0,0
30,43,484.4534,,0,0
31,43,484.3604,,0,0
32,43,484.2614,,0,0
33,43,484.1555,,0,0
34,43,484.0428,,0,0
35,43,483.9237,,0,0
36,43,483.7979,,0,0
37,43,483.6663,,0,0
38,43,483.5288,,0,0
39,43,483.3872,,0,0
40,43,483.246,,0,0
41,43,483.1073,,0,0
42,43,482.9669,,0,0
44,43,482.6843,,0,0
45,43,482.5398,,0,0
46,43,482.3928,,0,0
47,43,482.2454,,0,0
48,43,482.0968,,0,0
49,43,481.9489,,0,0
50,43,481.8018,,0,0
51,43,481.6557,,0,0
52,43,481.5127,,0,0
53,43,481.3752,,0,0
54,43,481.2417,,0,0
55,43,481.1123,,0,0
56,43,480.9829,,0,0
57,43,480.8535,,0,0
58,43,480.7244,,0,0
59,43,480.593,,0,0
60,43,480.4579,,0,0
61,43,480.3188,,0,0
63,43,480.015,,0,0
64,43,479.8516,,0,0
65,43,479.6756,,0,0
66,43,479.4862,,0,0
67,43,479.2866,,0,0
68,43,479.0849,,0,0
69,43,478.8869,,0,0
70,43,478.6921,,0,0
71,43,478.5099,,0,0
72,43,478.3447,,0,0
73,43,478.1856,,0,0
74,43,478.0307,,0,0
75,43,477.8871,,0,0
76,43,477.7478,,0,0
77,43,477.6118,,0,0
78,43,477.4838,,0,0
79,43,477.3562,,0,0
80,43,477.2249,,0,0
81,43,477.0924,,0,0
82,43,476.9597,,0,0
83,43,476.8278,,0,0
84,43,476.6939,,0,0
85,43,476.5585,,0,0
86,43,476.4203,,0,0
87,43,476.2788,,0,0
88,43,476.1363,,0,0
89,43,475.9935,,0,0
90,43,475.8496,,0,0
91,43,475.7048,,0,0
92,43,475.5585,,0,0
93,43,475.4101,,0,0
94,43,475.2597,,0,0
95,43,475.1082,,0,0
96,43,474.9566,,0,0
97,43,474.8056,,0,0
98,43,474.6542,,0,0
99,43,474.5027,,0,0
100,43,474.3498,,0,0
101,43,474.1973,,0,0
102,43,474.0461,,0,0
103,43,473.8904,,0,0
104,43,473.7198,,0,0
105,43,473.5397,,0,0
106,43,473.3441,,0,0
107,43,473.1339,,0,0
108,43,472.8943,,0,0
109,43,472.6155,,0,0
0,42,485.6078,,0,0
1,42,485.5975,,0,0
2,42,485.5861,,0,0
3,42,485.5761,,0,0
4,42,485.566,,0,0
5,42,485.5498,,0,0
6,42,485.5259,,0,0
7,42,485.4988,,0,0
8,42,485.4731,,0,0
9,42,485.4562,,0,0
10,42,485.4402,,0,0
11,42,485.4232,,0,0
12,42,485.3993,,0,0
13,42,485.3703,,0,0
14,42,485.3397,,0,0
15,42,485.3075,,0,0
17,42,485.2252,,0,0
18,42,485.1795,,0,0
19,42,485.1305,,0,0
20,42,485.0784,,0,0
21,42,485.023,,0,0
22,42,484.9647,,0,0
23,42,484.9029,,0,0
24,42,484.8392,,0,0
25,42,484.7705,,0,0
26,42,484.6975,,0,0
27,42,484.6214,,0,0
28,42,484.5401,,0,0
29,42,484.4546,,0,0
30,42,484.3644,,0,0
31,42,484.2696,,0,0
32,42,484.1693,,0,0
33,42,484.0634,,0,0
34,42,483.9503,,0,0
35,42,483.8308,,0,0
36,42,483.7038,,0,0
37,42,483.5715,,0,0
38,42,483.4332,,0,0
40,42,483.1506,,0,0
41,42,483.0084,,0,0
42,42,482.8645,,0,0
43,42,482.719,,0,0
44,42,482.5717,,0,0
45,42,482.4224,,0,0
46,42,482.2711,,0,0
47,42,482.1201,,0,0
48,42,481.9685,,0,0
49,42,481.8171,,0,0
50,42,481.6661,,0,0
51,42,481.5167,,0,0
52,42,481.3717,,0,0
53,42,481.2325,,0,0
54,42,481.0992,,0,0
55,42,480.9707,,0,0
56,42,480.8432,,0,0
57,42,480.7177,,0,0
58,42,480.593,,0,0
59,42,480.4656,,0,0
60,42,480.3344,,0,0
61,42,480.1982,,0,0
62,42,480.0526,,0,0
63,42,479.8981,,0,0
64,42,479.7331,,0,0
65,42,479.5531,,0,0
66,42,479.357,,0,0
67,42,479.1521,,0,0
68,42,478.9491,,0,0
69,42,478.7462,,0,0
70,42,478.5439,,0,0
71,42,478.3562,,0,0
72,42,478.1883,,0,0
73,42,478.0268,,0,0
74,42,477.8698,,0,0
75,42,477.7249,,0,0
76,42,477.5846,,0,0
77,42,477.4476,,0,0
78,42,477.3184,,0,0
79,42,477.1908,,0,0
80,42,477.0623,,0,0
81,42,476.9349,,0,0
82,42,476.8072,,0,0
83,42,476.679,,0,0
84,42,476.5485,,0,0
85,42,476.4155,,0,0
86,42,476.2788,,0,0
87,42,476.1382,,0,0
88,42,475.9959,,0,0
89,42,475.8528,,0,0
90,42,475.7085,,0,0
91,42,475.5632,,0,0
92,42,475.4166,,0,0
93,42,475.2677,,0,0
94,42,475.1165,,0,0
95,42,474.964,,0,0
96,42,474.8112,,0,0
97,42,474.6586,,0,0
98,42,474.5061,,0,0
99,42,474.3519,,0,0
100,42,474.1956,,0,0
101,42,474.0393,,0,0
102,42,473.8815,,0,0
104,42,473.5343,,0,0
105,42,473.3439,,0,0
106,42,473.1418,,0,0
107,42,472.9189,,0,0
108,42,472.6674,,0,0
0,41,485.5031,,0,0
1,41,485.4939,,0,0
2,41,485.4836,,0,0
3,41,485.4725,,0,0
4,41,485.4588,,0,0
5,41,485.4392,,0,0
6,41,485.4132,,0,0
7,41,485.381,,0,0
8,41,485.3477,,0,0
9,41,485.3393,,0,0
10,41,485.3325,,0,0
11,41,485.323,,0,0
12,41,485.3051,,0,0
13,41,485.28,,0,0
14,41,485.2521,,0,0
15,41,485.2202,,0,0
16,41,485.1808,,0,0
17,41,485.1391,,0,0
18,41,485.0944,,0,0
19,41,485.0463,,0,0
20,41,484.9947,,0,0
21,41,484.9398,,0,0
22,41,484.8812,,0,0
24,41,484.7542,,0,0
25,41,484.6847,,0,0
26,41,484.6112,,0,0
27,41,484.5337,,0,0
28,41,484.4512,,0,0
29,41,484.3646,,0,0
30,41,484.2733,,0,0
31,41,484.1777,,0,0
32,41,484.0772,,0,0
33,41,483.9704,,0,0
34,41,483.8569,,0,0
35,41,483.7361,,0,0
36,41,483.6083,,0,0
37,41,483.4752,,0,0
38,41,483.3363,,0,0
39,41,483.1958,,0,0
40,41,483.0527,,0,0
41,41,482.9083,,0,0
42,41,482.7621,,0,0
43,41,482.6122,,0,0
44,41,482.4601,,0,0
45,41,482.3056,,0,0
46,41,482.1494,,0,0
47,41,481.994,,0,0
48,41,481.8384,,0,0
49,41,481.6818,,0,0
50,41,481.5255,,0,0
51,41,481.3712,,0,0
52,41,481.2222,,0,0
53,41,481.0795,,0,0
54,41,480.9451,,0,0
55,41,480.8173,,0,0
57,41,480.572,,0,0
58,41,480.4527,,0,0
59,41,480.3306,,0,0
60,41,480.2047,,0,0
61,41,480.0735,,0,0
62,41,479.9323,,0,0
63,41,479.7798,,0,0
64,41,479.6142,,0,0
65,41,479.4311,,0,0
66,41,479.2295,,0,0
67,41,479.0185,,0,0
68,41,478.8097,,0,0
69,41,478.6002,,0,0
70,41,478.3899,,0,0
71,41,478.1989,,0,0
72,41,478.0273,,0,0
73,41,477.8633,,0,0
74,41,477.7039,,0,0
75,41,477.5578,,0,0
76,41,477.4175,,0,0
77,41,477.2807,,0,0
78,41,477.1517,,0,0
79,41,477.0246,,0,0
80,41,476.8979,,0,0
81,41,476.7737,,0,0
82,41,476.6494,,0,0
83,41,476.5242,,0,0
84,41,476.3965,,0,0
85,41,476.2658,,0,0
86,41,476.1311,,0,0
87,41,475.9918,,0,0
88,41,475.8503,,0,0
89,41,475.7076,,0,0
90,41,475.5631,,0,0
91,41,475.4173,,0,0
92,41,475.2704,,0,0
93,41,475.1205,,0,0
94,41,474.9684,,0,0
95,41,474.8147,,0,0
96,41,474.6605,,0,0
97,41,474.5058,,0,0
98,41,474.3507,,0,0
99,41,474.1925,,0,0
100,41,474.0322,,0,0
101,41,473.8708,,0,0
102,41,473.7056,,0,0
103,41,473.531,,0,0
104,41,473.3438,,0,0
105,41,473.1419,,0,0
106,41,472.9282,,0,0
107,41,472.6941,,0,0
108,41,472.4329,,0,0
109,41,472.139,,0,0
0,40,485.3934,,0,0
2,40,485.3765,,0,0
3,40,485.3637,,0,0
4,40,485.3456,,0,0
5,40,485.3245,,0,0
6,40,485.3,,0,0
7,40,485.2599,,0,0
8,40,485.2137,,0,0
9,40,485.2208,,0,0
10,40,485.2209,,0,0
11,40,485.2191,,0,0
12,40,485.2096,,0,0
13,40,485.1883,,0,0
14,40,485.1623,,0,0
15,40,485.1304,,0,0
16,40,485.0928,,0,0
17,40,485.0509,,0,0
18,40,485.007,,0,0
19,40,484.9586,,0,0
20,40,484.9071,,0,0
21,40,484.8521,,0,0
22,40,484.7933,,0,0
23,40,484.7321,,0,0
24,40,484.6663,,0,0
25,40,484.5963,,0,0
26,40,484.5222,,0,0
27,40,484.4434,,0,0
28,40,484.3605,,0,0
29,40,484.2733,,0,0
30,40,484.1815,,0,0
31,40,484.0855,,0,0
32,40,483.984,,0,0
33,40,483.8762,,0,0
34,40,483.7619,,0,0
35,40,483.6403,,0,0
36,40,483.5118,,0,0
37,40,483.3779,,0,0
38,40,483.2394,,0,0
39,40,483.0978,,0,0
40,40,482.9534,,0,0
41,40,482.8079,,0,0
42,40,482.6592,,0,0
43,40,482.5052,,0,0
44,40,482.349,,0,0
45,40,482.1879,,0,0
46,40,482.0258,,0,0
47,40,481.866,,0,0
48,40,481.7055,,0,0
49,40,481.5427,,0,0
50,40,481.3794,,0,0
51,40,481.2178,,0,0
52,40,481.0607,,0,0
53,40,480.9113,,0,0
54,40,480.7751,,0,0
55,40,480.6494,,0,0
56,40,480.5297,,0,0
57,40,480.4147,,0,0
58,40,480.3026,,0,0
59,40,480.1874,,0,0
60,40,480.0681,,0,0
61,40,479.9433,,0,0
62,40,479.8065,,0,0
63,40,479.657,,0,0
64,40,479.4918,,0,0
65,40,479.3066,,0,0
66,40,479.0995,,0,0
67,40,478.8804,,0,0
68,40,478.6629,,0,0
69,40,478.4453,,0,0
70,40,478.2276,,0,0
71,40,478.0323,,0,0
72,40,477.8569,,0,0
73,40,477.6912,,0,0
74,40,477.5296,,0,0
75,40,477.383,,0,0
76,40,477.2437,,0,0
77,40,477.1084,,0,0
78,40,476.981,,0,0
79,40,476.8555,,0,0
80,40,476.7305,,0,0
81,40,476.6083,,0,0
82,40,476.4857,,0,0
83,40,476.3622,,0,0
84,40,476.2362,,0,0
85,40,476.1078,,0,0
86,40,475.9752,,0,0
87,40,475.8384,,0,0
88,40,475.6992,,0,0
89,40,475.5578,,0,0
90,40,475.4134,,0,0
91,40,475.2671,,0,0
92,40,475.1194,,0,0
93,40,474.9688,,0,0
94,40,474.8159,,0,0
95,40,474.6609,,0,0
96,40,474.5044,,0,0
97,40,474.3468,,0,0
98,40,474.1877,,0,0
99,40,474.0253,,0,0
100,40,473.8605,,0,0
101,40,473.6927,,0,0
102,40,473.5188,,0,0
103,40,473.3363,,0,0
104,40,473.1406,,0,0
105,40,472.9276,,0,0
106,40,472.7022,,0,0
107,40,472.4573,,0,0
108,40,472.1828,,0,0
109,40,471.8816,,0,0
0,39,485.2773,,0,0
1,39,485.2718,,0,0
2,39,485.2653,,0,0
3,39,485.2546,,0,0
4,39,485.2377,,0,0
5,39,485.2162,,0,0
6,39,485.1921,,0,0
7,39,485.1596,,0,0
8,39,485.12,,0,0
9,39,485.1129,,0,0
10,39,485.1205,,0,0
11,39,485.1183,,0,0
12,39,485.1117,,0,0
13,39,485.0938,,0,0
14,39,485.0695,,0,0
15,39,485.0377,,0,0
16,39,485,,0,0
17,39,484.9595,,0,0
18,39,484.9153,,0,0
19,39,484.8669,,0,0
20,39,484.8157,,0,0
21,39,484.7611,,0,0
22,39,484.7025,,0,0
23,39,484.6413,,0,0
24,39,484.5752,,0,0
25,39,484.505,,0,0
26,39,484.4306,,0,0
27,39,484.3513,,0,0
28,39,484.2686,,0,0
29,39,484.181,,0,0
30,39,484.0888,,0,0
31,39,483.9921,,0,0
32,39,483.8899,,0,0
33,39,483.7815,,0,0
34,39,483.6662,,0,0
35,39,483.5437,,0,0
36,39,483.4147,,0,0
37,39,483.2806,,0,0
38,39,483.142,,0,0
39,39,482.9995,,0,0
40,39,482.8544,,0,0
41,39,482.7084,,0,0
43,39,482.4003,,0,0
44,39,482.2386,,0,0
45,39,482.0682,,0,0
46,39,481.9012,,0,0
47,39,481.7375,,0,0
48,39,481.572,,0,0
49,39,481.4022,,0,0
50,39,481.2304,,0,0
51,39,481.0576,,0,0
52,39,480.886,,0,0
53,39,480.7243,,0,0
54,39,480.5865,,0,0
55,39,480.4648,,0,0
56,39,480.3511,,0,0
57,39,480.2437,,0,0
58,39,480.1395,,0,0
59,39,480.0313,,0,0
60,39,479.9189,,0,0
61,39,479.7997,,0,0
62,39,479.6682,,0,0
63,39,479.5228,,0,0
64,39,479.3607,,0,0
65,39,479.1733,,0,0
66,39,478.96,,0,0
67,39,478.7307,,0,0
68,39,478.5013,,0,0
69,39,478.2743,,0,0
70,39,478.0481,,0,0
71,39,477.8475,,0,0
72,39,477.6708,,0,0
73,39,477.504,,0,0
74,39,477.3419,,0,0
75,39,477.197,,0,0
76,39,477.0609,,0,0
77,39,476.9285,,0,0
78,39,476.8038,,0,0
79,39,476.6805,,0,0
80,39,476.5571,,0,0
81,39,476.4354,,0,0
82,39,476.3136,,0,0
83,39,476.191,,0,0
84,39,476.0674,,0,0
85,39,475.9416,,0,0
86,39,475.8122,,0,0
87,39,475.6792,,0,0
88,39,475.5427,,0,0
89,39,475.4022,,0,0
90,39,475.2576,,0,0
91,39,475.1114,,0,0
92,39,474.9633,,0,0
93,39,474.812,,0,0
94,39,474.6576,,0,0
95,39,474.5011,,0,0
96,39,474.3423,,0,0
97,39,474.1814,,0,0
98,39,474.0173,,0,0
99,39,473.8496,,0,0
100,39,473.6782,,0,0
101,39,473.4997,,0,0
102,39,473.3152,,0,0
103,39,473.1239,,0,0
104,39,472.9187,,0,0
105,39,472.6989,,0,0
106,39,472.4609,,0,0
107,39,472.2055,,0,0
108,39,471.9218,,0,0
109,39,471.6078,,0,0
0,38,485.153,,0,0
1,38,485.1536,,0,0
2,38,485.152,,0,0
3,38,485.1459,,0,0
4,38,485.1341,,0,0
5,38,485.1173,,0,0
6,38,485.0963,,0,0
7,38,485.0713,,0,0
8,38,485.0458,,0,0
9,38,485.0273,,0,0
10,38,485.0158,,0,0
11,38,485.0177,,0,0
12,38,485.0124,,0,0
13,38,485.001,,0,0
14,38,484.9784,,0,0
15,38,484.9453,,0,0
16,38,484.9059,,0,0
17,38,484.8647,,0,0
18,38,484.8196,,0,0
19,38,484.7716,,0,0
20,38,484.7204,,0,0
21,38,484.666,,0,0
22,38,484.6078,,0,0
23,38,484.5468,,0,0
24,38,484.4814,,0,0
25,38,484.4118,,0,0
26,38,484.3377,,0,0
27,38,484.2586,,0,0
28,38,484.1756,,0,0
29,38,484.0876,,0,0
30,38,483.9948,,0,0
31,38,483.8977,,0,0
32,38,483.795,,0,0
33,38,483.6859,,0,0
34,38,483.57,,0,0
35,38,483.4472,,0,0
36,38,483.3175,,0,0
37,38,483.1829,,0,0
38,38,483.0439,,0,0
39,38,482.9006,,0,0
40,38,482.7554,,0,0
41,38,482.6084,,0,0
42,38,482.4552,,0,0
43,38,482.2972,,0,0
45,38,481.9463,,0,0
46,38,481.7751,,0,0
47,38,481.6077,,0,0
48,38,481.4375,,0,0
49,38,481.2621,,0,0
50,38,481.0804,,0,0
51,38,480.8908,,0,0
52,38,480.6934,,0,0
53,38,480.5058,,0,0
54,38,480.3737,,0,0
55,38,480.2607,,0,0
56,38,480.1551,,0,0
57,38,480.057,,0,0
58,38,479.9627,,0,0
59,38,479.8633,,0,0
60,38,479.7589,,0,0
61,38,479.6471,,0,0
62,38,479.5212,,0,0
63,38,479.3802,,0,0
64,38,479.2216,,0,0
65,38,479.0358,,0,0
66,38,478.82,,0,0
67,38,478.5728,,0,0
68,38,478.3248,,0,0
69,38,478.0879,,0,0
70,38,477.8523,,0,0
71,38,477.6445,,0,0
72,38,477.4667,,0,0
73,38,477.3017,,0,0
74,38,477.1453,,0,0
75,38,477.0037,,0,0
76,38,476.8705,,0,0
77,38,476.7393,,0,0
79,38,476.4944,,0,0
80,38,476.3733,,0,0
81,38,476.2537,,0,0
82,38,476.1349,,0,0
83,38,476.0154,,0,0
84,38,475.8948,,0,0
85,38,475.7718,,0,0
86,38,475.6456,,0,0
87,38,475.5155,,0,0
88,38,475.3804,,0,0
89,38,475.2406,,0,0
90,38,475.0974,,0,0
91,38,474.9515,,0,0
92,38,474.8024,,0,0
93,38,474.6501,,0,0
94,38,474.4948,,0,0
95,38,474.337,,0,0
96,38,474.1758,,0,0
97,38,474.0112,,0,0
98,38,473.8416,,0,0
99,38,473.6671,,0,0
100,38,473.4874,,0,0
101,38,473.3004,,0,0
102,38,473.1042,,0,0
103,38,472.9003,,0,0
104,38,472.6875,,0,0
105,38,472.4615,,0,0
106,38,472.2109,,0,0
107,38,471.9427,,0,0
108,38,471.6479,,0,0
109,38,471.3229,,0,0
0,37,485.0221,,0,0
1,37,485.0322,,0,0
2,37,485.0374,,0,0
4,37,485.0291,,0,0
5,37,485.0176,,0,0
6,37,485.0023,,0,0
7,37,484.984,,0,0
8,37,484.9651,,0,0
9,37,484.9485,,0,0
10,37,484.925,,0,0
11,37,484.9181,,0,0
12,37,484.9222,,0,0
13,37,484.9122,,0,0
14,37,484.8881,,0,0
15,37,484.852,,0,0
16,37,484.8097,,0,0
18,37,484.7204,,0,0
19,37,484.672,,0,0
20,37,484.6211,,0,0
21,37,484.5669,,0,0
22,37,484.5096,,0,0
23,37,484.4489,,0,0
24,37,484.3847,,0,0
25,37,484.3161,,0,0
26,37,484.2426,,0,0
27,37,484.164,,0,0
28,37,484.0807,,0,0
29,37,483.9926,,0,0
30,37,483.9,,0,0
31,37,483.8026,,0,0
32,37,483.6991,,0,0
33,37,483.5895,,0,0
34,37,483.4732,,0,0
35,37,483.3497,,0,0
36,37,483.2193,,0,0
37,37,483.084,,0,0
38,37,482.9441,,0,0
39,37,482.7997,,0,0
40,37,482.6544,,0,0
41,37,482.5068,,0,0
42,37,482.3521,,0,0
43,37,482.1892,,0,0
44,37,482.0106,,0,0
45,37,481.8278,,0,0
46,37,481.6468,,0,0
47,37,481.4774,,0,0
48,37,481.307,,0,0
49,37,481.1268,,0,0
50,37,480.93,,0,0
51,37,480.7106,,0,0
52,37,480.4686,,0,0
54,37,480.1296,,0,0
55,37,480.0369,,0,0
56,37,479.9368,,0,0
57,37,479.8493,,0,0
58,37,479.7686,,0,0
59,37,479.6803,,0,0
60,37,479.5839,,0,0
61,37,479.4758,,0,0
62,37,479.3571,,0,0
63,37,479.2194,,0,0
64,37,479.063,,0,0
65,37,478.8753,,0,0
66,37,478.6588,,0,0
67,37,478.4037,,0,0
68,37,478.1227,,0,0
69,37,477.8876,,0,0
70,37,477.636,,0,0
71,37,477.4373,,0,0
72,37,477.2628,,0,0
73,37,477.1003,,0,0
74,37,476.9454,,0,0
75,37,476.8057,,0,0
76,37,476.6713,,0,0
77,37,476.5403,,0,0
78,37,476.4195,,0,0
79,37,476.3013,,0,0
80,37,476.1832,,0,0
81,37,476.0677,,0,0
82,37,475.9537,,0,0
83,37,475.8379,,0,0
84,37,475.7199,,0,0
85,37,475.5995,,0,0
86,37,475.4756,,0,0
87,37,475.3468,,0,0
88,37,475.2131,,0,0
89,37,475.0753,,0,0
90,37,474.9333,,0,0
91,37,474.7873,,0,0
92,37,474.6382,,0,0
93,37,474.4854,,0,0
94,37,474.3286,,0,0
95,37,474.1685,,0,0
96,37,474.0044,,0,0
97,37,473.8371,,0,0
98,37,473.6622,,0,0
99,37,473.4799,,0,0
100,37,473.2938,,0,0
101,37,473.1019,,0,0
102,37,472.8968,,0,0
103,37,472.6817,,0,0
104,37,472.4568,,0,0
105,37,472.2175,,0,0
106,37,471.9542,,0,0
107,37,471.6718,,0,0
108,37,471.3654,,0,0
109,37,471.0321,,0,0
0,36,484.8846,,0,0
1,36,484.9019,,0,0
2,36,484.9139,,0,0
3,36,484.9203,,0,0
4,36,484.9212,,0,0
5,36,484.9145,,0,0
6,36,484.9053,,0,0
7,36,484.8951,,0,0
8,36,484.8841,,0,0
9,36,484.8728,,0,0
10,36,484.8566,,0,0
11,36,484.8457,,0,0
12,36,484.837,,0,0
14,36,484.7929,,0,0
15,36,484.7534,,0,0
16,36,484.7088,,0,0
17,36,484.6638,,0,0
18,36,484.6168,,0,0
19,36,484.5677,,0,0
20,36,484.5168,,0,0
21,36,484.4636,,0,0
22,36,484.4077,,0,0
23,36,484.3482,,0,0
24,36,484.285,,0,0
25,36,484.2176,,0,0
26,36,484.1449,,0,0
27,36,484.0671,,0,0
28,36,483.9839,,0,0
29,36,483.8962,,0,0
30,36,483.8042,,0,0
31,36,483.7063,,0,0
32,36,483.6024,,0,0
33,36,483.4924,,0,0
34,36,483.3752,,0,0
35,36,483.2507,,0,0
36,36,483.1193,,0,0
37,36,482.9828,,0,0
38,36,482.8412,,0,0
39,36,482.6962,,0,0
40,36,482.5516,,0,0
41,36,482.4029,,0,0
42,36,482.2469,,0,0
43,36,482.0767,,0,0
44,36,481.8932,,0,0
45,36,481.7053,,0,0
46,36,481.5203,,0,0
47,36,481.355,,0,0
48,36,481.186,,0,0
49,36,481.0011,,0,0
50,36,480.7934,,0,0
51,36,480.5482,,0,0
52,36,480.2339,,0,0
53,36,479.6166,,0,0
54,36,479.8492,,0,0
55,36,479.7863,,0,0
56,36,479.6744,,0,0
57,36,479.6087,,0,0
58,36,479.5501,,0,0
59,36,479.4799,,0,0
60,36,479.3963,,0,0
61,36,479.2997,,0,0
63,36,479.0501,,0,0
64,36,478.8928,,0,0
65,36,478.7073,,0,0
66,36,478.4808,,0,0
67,36,478.2061,,0,0
68,36,477.9002,,0,0
69,36,477.6578,,0,0
70,36,477.409,,0,0
71,36,477.2146,,0,0
72,36,477.0473,,0,0
73,36,476.8895,,0,0
74,36,476.7382,,0,0
75,36,476.5993,,0,0
76,36,476.4673,,0,0
77,36,476.3411,,0,0
78,36,476.2235,,0,0
79,36,476.1076,,0,0
80,36,475.9926,,0,0
81,36,475.8812,,0,0
82,36,475.7706,,0,0
83,36,475.6577,,0,0
84,36,475.5427,,0,0
85,36,475.4239,,0,0
86,36,475.3011,,0,0
87,36,475.1739,,0,0
88,36,475.0423,,0,0
89,36,474.9061,,0,0
90,36,474.765,,0,0
91,36,474.6196,,0,0
92,36,474.4706,,0,0
93,36,474.3163,,0,0
94,36,474.1576,,0,0
95,36,473.9958,,0,0
96,36,473.8294,,0,0
97,36,473.6547,,0,0
99,36,473.2848,,0,0
100,36,473.0944,,0,0
101,36,472.8958,,0,0
102,36,472.6833,,0,0
103,36,472.4568,,0,0
104,36,472.221,,0,0
105,36,471.9697,,0,0
106,36,471.6948,,0,0
107,36,471.4023,,0,0
108,36,471.0894,,0,0
109,36,470.7534,,0,0
1,35,484.7739,,0,0
2,35,484.792,,0,0
3,35,484.8032,,0,0
4,35,484.808,,0,0
5,35,484.8079,,0,0
6,35,484.8044,,0,0
7,35,484.801,,0,0
8,35,484.7983,,0,0
9,35,484.7987,,0,0
10,35,484.8,,0,0
11,35,484.7947,,0,0
12,35,484.7827,,0,0
13,35,484.7585,,0,0
14,35,484.7052,,0,0
15,35,484.6549,,0,0
16,35,484.6052,,0,0
17,35,484.5567,,0,0
18,35,484.5083,,0,0
19,35,484.4587,,0,0
20,35,484.4082,,0,0
21,35,484.3564,,0,0
22,35,484.3024,,0,0
23,35,484.2447,,0,0
24,35,484.1835,,0,0
25,35,484.1178,,0,0
26,35,484.046,,0,0
27,35,483.9689,,0,0
28,35,483.8857,,0,0
29,35,483.799,,0,0
30,35,483.7074,,0,0
31,35,483.6091,,0,0
32,35,483.5049,,0,0
33,35,483.3942,,0,0
34,35,483.2757,,0,0
35,35,483.1501,,0,0
36,35,483.0177,,0,0
37,35,482.8798,,0,0
38,35,482.7369,,0,0
39,35,482.5912,,0,0
40,35,482.4452,,0,0
41,35,482.2943,,0,0
42,35,482.1357,,0,0
43,35,481.9609,,0,0
44,35,481.7757,,0,0
45,35,481.5868,,0,0
46,35,481.4048,,0,0
47,35,481.2427,,0,0
48,35,481.074,,0,0
49,35,480.8862,,0,0
50,35,480.6771,,0,0
51,35,480.4417,,0,0
52,35,480.1752,,0,0
53,35,479.883,,0,0
54,35,479.7407,,0,0
55,35,479.5593,,0,0
56,35,479.3297,,0,0
57,35,479.3336,,0,0
58,35,479.3318,,0,0
59,35,479.2809,,0,0
60,35,479.2051,,0,0
61,35,479.1104,,0,0
62,35,478.9979,,0,0
63,35,478.8649,,0,0
64,35,478.7072,,0,0
65,35,478.5229,,0,0
66,35,478.283,,0,0
67,35,477.9828,,0,0
68,35,477.6599,,0,0
69,35,477.4099,,0,0
70,35,477.174,,0,0
71,35,476.9849,,0,0
72,35,476.8229,,0,0
73,35,476.6723,,0,0
74,35,476.5261,,0,0
75,35,476.3907,,0,0
76,35,476.2642,,0,0
77,35,476.1429,,0,0
78,35,476.0287,,0,0
79,35,475.9149,,0,0
80,35,475.8023,,0,0
81,35,475.6943,,0,0
82,35,475.5866,,0,0
83,35,475.4767,,0,0
84,35,475.3635,,0,0
85,35,475.2456,,0,0
86,35,475.1243,,0,0
87,35,474.9993,,0,0
88,35,474.8693,,0,0
89,35,474.7347,,0,0
90,35,474.5947,,0,0
91,35,474.4496,,0,0
92,35,474.2998,,0,0
93,35,474.144,,0,0
94,35,473.9839,,0,0
95,35,473.8206,,0,0
